,Domain,SuperGroup,Kingdom,Phylum,Subphylum/Class,Class/Order,Genus
OTU_5190,Eukaryota,Rhizaria,Foraminifera,Monothalamids,Monothalamids_Clade-E,Monothalamids_Clade-E_X,Psammophaga
OTU_5191,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Psathyrella
OTU_5192,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Myriapoda,Chilopoda,Pselliodes
OTU_5193,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pseudacrobeles
OTU_5194,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pseudacteon
OTU_5203,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Pseudepistylis
OTU_5204,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pseudhalenchus
OTU_5205,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Diplura,Pseudlibanocampa
OTU_5207,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Pseudoamauroascus
OTU_5208,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pseudoarmillariella
OTU_5209,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Pseudobourletiella
OTU_5211,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Pseudocandona
OTU_5212,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudocercospora
OTU_5213,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudocercosporella
OTU_5214,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudochaetosphaeronema
OTU_5215,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_4,Chilodonellidae,Pseudochilodonopsis
OTU_5216,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Pseudochlorella
OTU_5219,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pseudocistela
OTU_5220,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudocladosporium
OTU_5222,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pseudoclitocybe
OTU_5223,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pseudocolus
OTU_5224,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Pseudocyphellaria
OTU_5225,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Pseudocyrtolophosis
OTU_5226,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX
OTU_5227,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudodictyosporium
OTU_5228,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,Pseudodifflugia
OTU_5229,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,Pseudodifflugiidae_X
OTU_5230,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudodiplodia
OTU_5234,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pseudogarypus
OTU_5236,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Pseudogymnoascus
OTU_5238,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Pseudohalonectria
OTU_5239,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Pseudoholophrya
OTU_5241,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pseudohydnum
OTU_5242,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Pseudokeronopsidae,Pseudokeronopsis
OTU_5243,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pseudolarix
OTU_5244,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pseudolycoriella
OTU_5245,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Pseudomarvania
OTU_5246,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Pseudomassaria
OTU_5247,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pseudombrophila
OTU_5248,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pseudomerulius
OTU_5250,Eukaryota,Alveolata,Ciliophora,Litostomatea,Rhynchostomatia,Dileptidae,Pseudomonilicaryon
OTU_5251,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Pseudomuriella
OTU_5252,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pseudomyrmex
OTU_5255,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pseudoomphalina
OTU_5256,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Dactylopodida,Paramoebidae,Pseudoparamoeba
OTU_5257,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Pseudopediastrum
OTU_5259,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Pseudoperkinsidae_X
OTU_5260,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Pseudoperkinsus
OTU_5261,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Pseudophacidium
OTU_5263,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Pseudophialophora
OTU_5264,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Pseudopirsonia
OTU_5265,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pseudopithyella
OTU_5266,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Pseudoplatynematum
OTU_5267,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Pseudoplatyophrya
OTU_5268,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pseudoplectania
OTU_5271,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudorobillarda
OTU_5273,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudosigmoidea
OTU_5274,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Pseudosinella
OTU_5276,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Pseudosquillopsis
OTU_5277,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Pseudostriatella
OTU_5278,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Pseudotetracystis
OTU_5279,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudotetraploa
OTU_5280,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pseudotsuga
OTU_5281,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Pseudotulostoma
OTU_5282,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pseudotyrannochthonius
OTU_5283,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Spirofilidae,Pseudouroleptus
OTU_5284,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Pseudourostylidae,Pseudourostyla
OTU_5285,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Pseudovorticella
OTU_5287,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Pseudozyma
OTU_5288,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Psidium
OTU_5289,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Psilenchus
OTU_5290,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Psilocybe
OTU_5291,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Psiloglonium
OTU_5292,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Psilolechia
OTU_5293,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Psilopezia
OTU_5295,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Palaeoheterodonta,Psilunio
OTU_5296,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Psora
OTU_5297,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Psoroglaena
OTU_5298,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lichinomycetes,Psorotichia
OTU_5299,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Psychodiella
OTU_5303,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Pterioida-Pterioidea,Pteria
OTU_5304,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pteridiospora
OTU_5305,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pteridium
OTU_5307,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pterochthonius
OTU_5308,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX
OTU_5309,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystidae,Pterocystidae_X
OTU_5310,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystidae,Pterocystis
OTU_5311,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pterolichus
OTU_5312,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Pteromonas
OTU_5313,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pteronyssus
OTU_5315,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pterospora_plant
OTU_5316,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pterostichus
OTU_5317,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pterula
OTU_5318,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lichinomycetes,Pterygiopsis
OTU_5319,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Ptilodactyla
OTU_5320,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Euamoebida,LOS7N/I-lineage,Ptolemeba
OTU_5321,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Ptychomitrium
OTU_5322,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Ptyctima
OTU_5323,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Puccinia
OTU_5324,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniomycetes_X
OTU_5325,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycotina_X,Pucciniomycotina_XX
OTU_5327,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pulcherricium
OTU_5328,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pulchromyces
OTU_5329,Eukaryota,Rhizaria,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Pulleniatina
OTU_5331,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pulvinula
OTU_5332,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Punctelia
OTU_5333,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Punctodera
OTU_5334,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Punctularia
OTU_5335,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Pungentus
OTU_5338,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Purpureocillium
OTU_5340,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Pycnogonida,Pycnogonum
OTU_5341,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pycnoporus
OTU_5342,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Pycnothelia
OTU_5343,Eukaryota,Opisthokonta,Opisthokonta_X,Opisthokonta_XX,Opisthokonta_XXX,Opisthokonta_XXXX,Pygsuia
OTU_5344,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas
OTU_5346,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pyrenochaeta
OTU_5347,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pyrenophora
OTU_5348,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Pyrenula
OTU_5349,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Pyricularia
OTU_5350,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Pyrobotrys
OTU_5351,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pyrola
OTU_5352,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronema
OTU_5353,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Pyronemataceae
OTU_5354,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pyrophorus
OTU_5355,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia
OTU_5357,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Pyrrhospora
OTU_5358,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Pyrsonympha
OTU_5359,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pyrus
OTU_5361,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Saprolegniales,Pythiopsis
OTU_5362,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Pythium
OTU_5363,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Arcellinida,Arcellinida_X,Pyxidicula
OTU_5364,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Laboulbeniomycetes,Pyxidiophora
OTU_5365,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Pyxidium
OTU_5366,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Quadricrura
OTU_5367,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Quadrigula
OTU_5368,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Qualea
OTU_5369,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Quambalaria
OTU_5370,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Quedius
OTU_5371,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Quercus
OTU_5373,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Quintaria
OTU_5374,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Quisqualis
OTU_5375,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-III,RAD-B_X_Group-III_X
OTU_5376,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IV_X,RAD-B_X_Group-IV_XX
OTU_5377,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IVe,RAD-B_X_Group-IVe_X
OTU_5378,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-If,RAD-B_X_Group-If_X
OTU_5383,Eukaryota,Alveolata,Ciliophora,Litostomatea,Trichostomatia,Trichostomatia_X,Raabena
OTU_5384,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,Racocetra
OTU_5385,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Radial-centric-basal-Coscinodiscophyceae_X
OTU_5386,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Raffaelea
OTU_5387,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Raillietnema
OTU_5389,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Ramalina
OTU_5390,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Ramaria
OTU_5391,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Ramaricium
OTU_5392,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Ramariopsis
OTU_5393,Eukaryota,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,Ramazzottius
OTU_5394,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Ramicandelaber
OTU_5395,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Ramichloridium
OTU_5396,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Ramichloridium_sp
OTU_5397,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Ramularia
OTU_5398,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Rangifer
OTU_5399,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Ranunculus
OTU_5401,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_X
OTU_5403,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Raphidascaris
OTU_5404,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystidae,Raphidiophrys
OTU_5406,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Raphidophyceae_XXX
OTU_5407,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Rasamsonia
OTU_5408,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Rasutoria
OTU_5410,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Readeriella
OTU_5411,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Reckertia
OTU_5412,Eukaryota,Excavata,Discoba,Discoba_XX,Jakobida,Histionidae,Reclinomonas
OTU_5413,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Recurvomyces
OTU_5414,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Reddellomyces
OTU_5415,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rehmannia
OTU_5416,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Reighardia
OTU_5417,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Reinwardtia
OTU_5418,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Remersonia
OTU_5419,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Repetobasidium
OTU_5420,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Repoma
OTU_5421,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Reseda
OTU_5422,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Resinicium
OTU_5423,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Restio
OTU_5425,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Resupinatus
OTU_5426,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Myxogastrea,Trichiales,Reticulariidae,Reticulariidae_X
OTU_5427,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Reticulascus
OTU_5428,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Reticulitermes
OTU_5429,Eukaryota,Rhizaria,Foraminifera,Monothalamids,Monothalamids_Clade-Y,Reticulomyxidae,Reticulomyxa
OTU_5432,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditis
OTU_5433,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditoides
OTU_5434,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Rhabdocline
OTU_5435,Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,Rhabdocoela_X
OTU_5436,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rhabdodendron
OTU_5437,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Haliplectoidea,Rhabdolaimus
OTU_5438,Eukaryota,Excavata,Discoba,Euglenida,Aphagea,Rhabdomonadales,Rhabdomonas
OTU_5439,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Rhagidia
OTU_5440,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Rhagidiidae
OTU_5441,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Rhagophthalmus
OTU_5442,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rhamnus
OTU_5443,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Rhamphoria
OTU_5444,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Rhamphospora
OTU_5445,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Rhaphoneis
OTU_5446,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rhapis
OTU_5448,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Rheomorpha
OTU_5449,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rheum
OTU_5450,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Rhexocercosporidium
OTU_5451,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Rhinocladiella
OTU_5452,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Rhynosporida,Rhynosporidae_Rhinosporidianae,Rhinosporidium
OTU_5453,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Rhinotermitidae
OTU_5454,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Rhipicephalus
OTU_5456,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Rhizamoeba-saxonica-lineage,Rhizamoeba-saxonica-lineage_X
OTU_5457,Eukaryota,Stramenopiles,Pseudofungi,Hyphochytriomyceta,Hyphochytrydiales,Hyphochrytriaceae,Rhizidiomyces
OTU_5458,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizidium
OTU_5461,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpon
OTU_5462,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Rhizochaete
OTU_5463,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizoclosmatium
OTU_5464,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Rhizoctonia
OTU_5465,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Rhizoglyphus
OTU_5466,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Rhizomnium
OTU_5467,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Rhizomucor
OTU_5468,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Rhizophagus
OTU_5469,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophlyctis
OTU_5470,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophydiales
OTU_5471,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophydium
OTU_5472,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizoplaca
